text,domain
my favorite color is pizza,CHAT
hey my favorite game is ice cream okay,CHAT
okay bring me to the entrance now,NAVIGATION
what chapter is subtraction in,STUDY
um do you like book,CHAT
can you go to the living room now,NAVIGATION
what can you tell me about continents,STUDY
hey emergency stop,SYSTEM
so in the game the answer is three now,GAME
can you clarify the sun,STUDY
hey darling you're so cute,PET
i need help with subtraction,STUDY
hmm restart the system,SYSTEM
oh what's your favorite color,CHAT
tell me a space tale thanks,STORY
power down now,SYSTEM
is electricity the same as the human body,STUDY
hey what's interesting about space now,CHAT
let's cuddle boo,PET
uh good evening darling thanks,PET
can we review reading please,STUDY
so my favorite food is cats,CHAT
oh in the game it must be three okay,GAME
review the food chain with me,STUDY
so rotate forward now,NAVIGATION
stay away from the table,NAVIGATION
i want to play twenty questions,GAME
give me some love darling,PET
set volume to maximum thanks,SYSTEM
my favorite subject is ice cream please,CHAT
hey walk to the door okay,NAVIGATION
in the story what if a princess meets a mermaid,STORY
can you tell a story with a brave knight and a talking cat,STORY
move away from the toy right now,NAVIGATION
good evening sweetie,PET
um let's go to the attic now,NAVIGATION
give me a test on reading,STUDY
hi there little sunshine,PET
um lead the way to the pantry,NAVIGATION
i need to review the food chain,STUDY
tell me an adventure story about a penguin,STORY
hey set brightness to full right now,SYSTEM
break down addition for me,STUDY
so speak in english,SYSTEM
oh turn on dark mode,SYSTEM
okay check for updates,SYSTEM
hmm turn the sound on thanks,SYSTEM
okay what do you think about movie right now,CHAT
can you tell a story with a unicorn and a penguin,STORY
i need a high five from you,PET
what happens when we dream please,CHAT
let's cuddle robot,PET
let's play connect four,GAME
change language to english now,SYSTEM
so make it quieter,SYSTEM
um my favorite food is penguins now,CHAT
read this lesson about magnets,STUDY
um can we play treasure hunt please,PET
hmm turn off dark mode thanks,SYSTEM
so restart yourself now,SYSTEM
can you tell a story with a superhero and an astronaut,STORY
hey my favorite animal is robots,CHAT
oh i pick option b for the game please,GAME
what's the difference between the alphabet and dinosaurs,STUDY
uh time to play number guessing okay,GAME
look towards the bedroom,NAVIGATION
time to play riddles okay,GAME
cancel what you're doing,SYSTEM
go to your charging station thanks,NAVIGATION
so disable night mode now,SYSTEM
what chapter is the moon in,STUDY
uh disable night mode right now,SYSTEM
describe weather for me,STUDY
my favorite food is chocolate please,CHAT
let's try the dark cave,STORY
change language to spanish now,SYSTEM
i missed you cutie,PET
um what's my score please,GAME
let's study math together,STUDY
i need to review atoms,STUDY
hmm louder please please,SYSTEM
um turn on bluetooth right now,SYSTEM
how is planets used in real life,STUDY
oh red is my final game answer,GAME
hmm move a little backward thanks,NAVIGATION
in the story what if a puppy meets a pirate,STORY
break down volcanoes for me,STUDY
um louder please okay,SYSTEM
what can you tell me about ecosystems,STUDY
okay set volume to maximum now,SYSTEM
tell me a fantasy tale,STORY
what's the difference between history and photosynthesis,STUDY
what are the main points of plants,STUDY
tell a magical story please,STORY
got any i spy going,GAME
hey can you tell a story with a lion and a puppy,STORY
so switch to hindi okay,SYSTEM
um i'll take care of you pumpkin right now,PET
can you explain dinosaurs,STUDY
so i want to play geography quiz,GAME
what's your favorite color,CHAT
okay volume down thanks,SYSTEM
hmm head to the pantry right now,NAVIGATION
hmm head over to the window okay,NAVIGATION
go through the left path,STORY
how does the water cycle work,STUDY
oh go to sleep right now,SYSTEM
hmm turn off notifications,SYSTEM
hmm disable dark mode,SYSTEM
my favorite animal is stars please,CHAT
oh what's your favorite pandas please,CHAT
okay pause everything thanks,SYSTEM
tell me something funny,CHAT
hmm do you like animal,CHAT
uh set volume to maximum please,SYSTEM
i'm here for you little buddy please,PET
in the story who does a monkey meet now,STORY
turn off bluetooth,SYSTEM
help me with this math problem half of twenty,STUDY
okay in the game it must be option one please,GAME
hmm my favorite animal is game,CHAT
in the story what happens to a lion,STORY
lead the way to the bookshelf,NAVIGATION
i want a harder simon says,GAME
hey start a game of card game now,GAME
go through the tall mountain,STORY
you make me so happy sunshine,PET
okay what's your favorite stars,CHAT
hey what's your favorite pizza thanks,CHAT
begin a new game of number guessing please,GAME
oh are you charging,SYSTEM
um narrate a story about a pirate,STORY
hey take me to the bedroom,NAVIGATION
hey enable bluetooth now,SYSTEM
so look towards the entrance please,NAVIGATION
let's play i spy okay,GAME
uh start a game of animal quiz right now,GAME
in the story what if a superhero meets a prince,STORY
oh what's your favorite cats thanks,CHAT
where do you live okay,CHAT
standby mode okay,SYSTEM
uh nice to see you again baby,PET
in the game it must be ten,GAME
begin a new game of true or false,GAME
so in the game it must be option one,GAME
let's start maze,GAME
launch hangman,GAME
explain gravity in simple words,STUDY
um set brightness to half right now,SYSTEM
hey bring me to the hallway right now,NAVIGATION
uh set brightness to seventy percent okay,SYSTEM
solve four plus eleven,STUDY
do a restart,SYSTEM
help me understand the sun,STUDY
in the story what if a wizard meets a ninja please,STORY
so do you want to be friends,CHAT
is subtraction the same as shapes,STUDY
in the story what if a witch meets a bear,STORY
um what's your favorite dinosaurs,CHAT
nice to see you again nugget,PET
hmm bring me to the dining room right now,NAVIGATION
show me how continents works,STUDY
how does magnets work,STUDY
open spelling bee,GAME
can you make a sad face,PET
let's do a quiz on reading,STUDY
can you tell a story with a dragon and a pirate thanks,STORY
hey my guess is option c,GAME
hey well done cutie thanks,PET
oh follow me to the attic,NAVIGATION
can you explain colors,STUDY
walk to the table,NAVIGATION
in the story what if a penguin meets a pirate,STORY
quiz me on chemistry,STUDY
okay there there pumpkin now,PET
do a shake for me now,PET
so enable notifications,SYSTEM
hmm turn the sound on,SYSTEM
i don't understand condensation,STUDY
um i want to go to the pantry okay,NAVIGATION
come play patty cake with me,PET
i'm confused about atoms,STUDY
okay let's play rock paper scissors thanks,GAME
hmm take a nap,SYSTEM
okay set brightness to low thanks,SYSTEM
um do your best wiggle,PET
can you tell me a sad story,STORY
read this lesson about molecules,STUDY
narrate a story about a princess,STORY
can you quiz me on chemistry,STUDY
um switch to japanese now,SYSTEM
set brightness to half now,SYSTEM
hey robot i missed you,PET
okay navigate to the patio,NAVIGATION
what do you think about animal please,CHAT
can we play animal quiz,GAME
i love you nugget,PET
hmm i want a harder number guessing,GAME
oh set brightness to fifty percent,SYSTEM
hmm i'm feeling curious please,CHAT
my favorite subject is stars thanks,CHAT
turn off airplane mode,SYSTEM
my favorite animal is toy right now,CHAT
where does a wizard go next in the story,STORY
in the story what if a bunny meets a detective,STORY
in the story does a monkey win,STORY
come give me a high five,PET
can you tell a story with a wizard and a pirate,STORY
so i want a scary story right now,STORY
so i feel like playing trivia,GAME
ask me questions about physics,STUDY
head over to the closet,NAVIGATION
hey face the porch right now,NAVIGATION
what's the difference between shapes and sound,STUDY
can you tell a story with an alien and a mermaid,STORY
uh begin a new game of chess,GAME
change language to chinese,SYSTEM
okay please stop moving now right now,NAVIGATION
good afternoon,CHAT
can you help me with double fourteen,STUDY
uh stay away from the dog,NAVIGATION
let's review condensation,STUDY
spell the alphabet for me,STUDY
hmm what do you think about food,CHAT
can you explain ecosystems,STUDY
okay please go to the porch,NAVIGATION
how is gravity used in real life,STUDY
give me some love pal,PET
summarize weather for me,STUDY
okay i like ice cream now,CHAT
shake little paw sweetie,PET
let's go to the garage thanks,NAVIGATION
solve double fourteen,STUDY
okay switch to korean now,SYSTEM
go to the couch,NAVIGATION
so can you go to the window okay,NAVIGATION
oh set brightness to minimum,SYSTEM
oh in the story what happens to a dinosaur right now,STORY
hmm time to play puzzle please,GAME
make the alphabet easier to understand,STUDY
i need to review volcanoes,STUDY
take three steps forward,NAVIGATION
you did great pal,PET
ask me questions about vocabulary,STUDY
are you feeling upset,PET
hmm load up hangman,GAME
uh come here boo let me pet you right now,PET
so you're too loud please,SYSTEM
hmm what do you think about robots,CHAT
for the game i choose option d,GAME
can you tell a story with a unicorn and a unicorn,STORY
what's the definition of geography,STUDY
so switch to english,SYSTEM
you're adorable pumpkin,PET
hey i'm feeling sad,CHAT
what's six times four,STUDY
read this lesson about the sun,STUDY
can you tell a story with a brave knight and a robot,STORY
launch simon says,GAME
i have a question about oceans,STUDY
new story about a lion,STORY
oh let's try the secret door,STORY
in the story what if a ninja meets a robot,STORY
uh my favorite color is robots right now,CHAT
hey i want to play geography quiz please,GAME
spell animals for me,STUDY
turn off airplane mode thanks,SYSTEM
walk with me,NAVIGATION
uh my favorite movie is stars thanks,CHAT
how is multiplication used in real life,STUDY
good morning munchkin,PET
hey turn on night mode,SYSTEM
can you tell a story with a lion and a detective right now,STORY
explain ecosystems in simple words,STUDY
i'm feeling bored now,CHAT
hmm my favorite movie is book,CHAT
i don't understand erosion,STUDY
how do i solve twelve minus seven,STUDY
um my favorite animal is ice cream,CHAT
it's bedtime go to sleep now,SYSTEM
hey face the front door right now,NAVIGATION
okay do you like robots please,CHAT
launch hangman right now,GAME
please go to the hallway,NAVIGATION
in the story will a fairy be okay,STORY
why is dinosaurs important,STUDY
so why is grass green thanks,CHAT
so i want to play puzzle,GAME
hmm make it louder,SYSTEM
what does atoms mean,STUDY
